cat,soc,job,elm,val,mhr,myr
"Education, Training, and Library",25-3021,Self-Enrichment Education Teachers,Realistic,1.67,18.62,38720
"Education, Training, and Library",25-3021,Self-Enrichment Education Teachers,Investigative,2.67,18.62,38720
"Education, Training, and Library",25-3021,Self-Enrichment Education Teachers,Artistic,5.33,18.62,38720
"Education, Training, and Library",25-3021,Self-Enrichment Education Teachers,Social,7,18.62,38720
"Education, Training, and Library",25-3021,Self-Enrichment Education Teachers,Enterprising,4,18.62,38720
"Education, Training, and Library",25-3021,Self-Enrichment Education Teachers,Conventional,2,18.62,38720
"Education, Training, and Library",25-4011,Archivists,Realistic,3,25.11,52240
"Education, Training, and Library",25-4011,Archivists,Investigative,5.33,25.11,52240
"Education, Training, and Library",25-4011,Archivists,Artistic,1.67,25.11,52240
"Education, Training, and Library",25-4011,Archivists,Social,3.33,25.11,52240
"Education, Training, and Library",25-4011,Archivists,Enterprising,2.33,25.11,52240
"Education, Training, and Library",25-4011,Archivists,Conventional,6.67,25.11,52240
"Education, Training, and Library",25-4012,Curators,Realistic,2.33,25.86,53780
"Education, Training, and Library",25-4012,Curators,Investigative,4,25.86,53780
"Education, Training, and Library",25-4012,Curators,Artistic,4,25.86,53780
"Education, Training, and Library",25-4012,Curators,Social,3.33,25.86,53780
"Education, Training, and Library",25-4012,Curators,Enterprising,6.33,25.86,53780
"Education, Training, and Library",25-4012,Curators,Conventional,5.67,25.86,53780
"Education, Training, and Library",25-4013,Museum Technicians and Conservators,Realistic,7,20.68,43020
"Education, Training, and Library",25-4013,Museum Technicians and Conservators,Investigative,3.67,20.68,43020
"Education, Training, and Library",25-4013,Museum Technicians and Conservators,Artistic,4,20.68,43020
"Education, Training, and Library",25-4013,Museum Technicians and Conservators,Social,1.67,20.68,43020
"Education, Training, and Library",25-4013,Museum Technicians and Conservators,Enterprising,3,20.68,43020
"Education, Training, and Library",25-4013,Museum Technicians and Conservators,Conventional,3.67,20.68,43020
"Education, Training, and Library",25-4021,Librarians,Realistic,2.33,28.39,59050
"Education, Training, and Library",25-4021,Librarians,Investigative,3.33,28.39,59050
"Education, Training, and Library",25-4021,Librarians,Artistic,2.67,28.39,59050
"Education, Training, and Library",25-4021,Librarians,Social,5.33,28.39,59050
"Education, Training, and Library",25-4021,Librarians,Enterprising,4.67,28.39,59050
"Education, Training, and Library",25-4021,Librarians,Conventional,7,28.39,59050
"Education, Training, and Library",25-4031,Library Technicians,Realistic,2.33,16.37,34040
"Education, Training, and Library",25-4031,Library Technicians,Investigative,1.33,16.37,34040
"Education, Training, and Library",25-4031,Library Technicians,Artistic,1.67,16.37,34040
"Education, Training, and Library",25-4031,Library Technicians,Social,5,16.37,34040
"Education, Training, and Library",25-4031,Library Technicians,Enterprising,3.67,16.37,34040
"Education, Training, and Library",25-4031,Library Technicians,Conventional,7,16.37,34040
"Education, Training, and Library",25-9011,Audio-Visual and Multimedia Collections Specialists,Realistic,5.33,23.85,49600
"Education, Training, and Library",25-9011,Audio-Visual and Multimedia Collections Specialists,Investigative,3,23.85,49600
"Education, Training, and Library",25-9011,Audio-Visual and Multimedia Collections Specialists,Artistic,2,23.85,49600
"Education, Training, and Library",25-9011,Audio-Visual and Multimedia Collections Specialists,Social,4.67,23.85,49600
"Education, Training, and Library",25-9011,Audio-Visual and Multimedia Collections Specialists,Enterprising,2,23.85,49600
"Education, Training, and Library",25-9011,Audio-Visual and Multimedia Collections Specialists,Conventional,5.33,23.85,49600
"Education, Training, and Library",25-9021,Farm and Home Management Advisors,Realistic,5.33,23.96,49840
"Education, Training, and Library",25-9021,Farm and Home Management Advisors,Investigative,4.33,23.96,49840
"Education, Training, and Library",25-9021,Farm and Home Management Advisors,Artistic,2.33,23.96,49840
"Education, Training, and Library",25-9021,Farm and Home Management Advisors,Social,7,23.96,49840
"Education, Training, and Library",25-9021,Farm and Home Management Advisors,Enterprising,4.67,23.96,49840
"Education, Training, and Library",25-9021,Farm and Home Management Advisors,Conventional,2.33,23.96,49840
"Education, Training, and Library",25-9031,Instructional Coordinators,Realistic,2,30.98,64450
"Education, Training, and Library",25-9031,Instructional Coordinators,Investigative,5,30.98,64450
"Education, Training, and Library",25-9031,Instructional Coordinators,Artistic,4.33,30.98,64450
"Education, Training, and Library",25-9031,Instructional Coordinators,Social,6.67,30.98,64450
"Education, Training, and Library",25-9031,Instructional Coordinators,Enterprising,4.33,30.98,64450
"Education, Training, and Library",25-9031,Instructional Coordinators,Conventional,3,30.98,64450
"Arts, Design, Entertainment, Sports, and Media",27-1011,Art Directors,Realistic,3,44.6,92780
"Arts, Design, Entertainment, Sports, and Media",27-1011,Art Directors,Investigative,1.33,44.6,92780
"Arts, Design, Entertainment, Sports, and Media",27-1011,Art Directors,Artistic,7,44.6,92780
"Arts, Design, Entertainment, Sports, and Media",27-1011,Art Directors,Social,2.33,44.6,92780
"Arts, Design, Entertainment, Sports, and Media",27-1011,Art Directors,Enterprising,6.33,44.6,92780
"Arts, Design, Entertainment, Sports, and Media",27-1011,Art Directors,Conventional,3,44.6,92780
"Arts, Design, Entertainment, Sports, and Media",27-1012,Craft Artists,Realistic,5.67,16.46,34240
"Arts, Design, Entertainment, Sports, and Media",27-1012,Craft Artists,Investigative,2,16.46,34240
"Arts, Design, Entertainment, Sports, and Media",27-1012,Craft Artists,Artistic,7,16.46,34240
"Arts, Design, Entertainment, Sports, and Media",27-1012,Craft Artists,Social,1.67,16.46,34240
"Arts, Design, Entertainment, Sports, and Media",27-1012,Craft Artists,Enterprising,5.33,16.46,34240
"Arts, Design, Entertainment, Sports, and Media",27-1012,Craft Artists,Conventional,1.33,16.46,34240
"Arts, Design, Entertainment, Sports, and Media",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Realistic,5,23.74,49380
"Arts, Design, Entertainment, Sports, and Media",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Investigative,2.67,23.74,49380
"Arts, Design, Entertainment, Sports, and Media",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Artistic,7,23.74,49380
"Arts, Design, Entertainment, Sports, and Media",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Social,2,23.74,49380
"Arts, Design, Entertainment, Sports, and Media",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Enterprising,3.33,23.74,49380
"Arts, Design, Entertainment, Sports, and Media",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Conventional,1,23.74,49380
"Arts, Design, Entertainment, Sports, and Media",27-1014,Multimedia Artists and Animators,Realistic,3,34.87,72520
"Arts, Design, Entertainment, Sports, and Media",27-1014,Multimedia Artists and Animators,Investigative,4,34.87,72520
"Arts, Design, Entertainment, Sports, and Media",27-1014,Multimedia Artists and Animators,Artistic,7,34.87,72520
"Arts, Design, Entertainment, Sports, and Media",27-1014,Multimedia Artists and Animators,Social,1.33,34.87,72520
"Arts, Design, Entertainment, Sports, and Media",27-1014,Multimedia Artists and Animators,Enterprising,1.67,34.87,72520
"Arts, Design, Entertainment, Sports, and Media",27-1014,Multimedia Artists and Animators,Conventional,3,34.87,72520
"Arts, Design, Entertainment, Sports, and Media",27-1021,Commercial and Industrial Designers,Realistic,4,32.01,66590
"Arts, Design, Entertainment, Sports, and Media",27-1021,Commercial and Industrial Designers,Investigative,2,32.01,66590
"Arts, Design, Entertainment, Sports, and Media",27-1021,Commercial and Industrial Designers,Artistic,6.67,32.01,66590
"Arts, Design, Entertainment, Sports, and Media",27-1021,Commercial and Industrial Designers,Social,2,32.01,66590
"Arts, Design, Entertainment, Sports, and Media",27-1021,Commercial and Industrial Designers,Enterprising,4.67,32.01,66590
"Arts, Design, Entertainment, Sports, and Media",27-1021,Commercial and Industrial Designers,Conventional,1.67,32.01,66590
"Arts, Design, Entertainment, Sports, and Media",27-1022,Fashion Designers,Realistic,4,34.96,72720
"Arts, Design, Entertainment, Sports, and Media",27-1022,Fashion Designers,Investigative,1.67,34.96,72720
"Arts, Design, Entertainment, Sports, and Media",27-1022,Fashion Designers,Artistic,7,34.96,72720
"Arts, Design, Entertainment, Sports, and Media",27-1022,Fashion Designers,Social,2.33,34.96,72720
"Arts, Design, Entertainment, Sports, and Media",27-1022,Fashion Designers,Enterprising,6,34.96,72720
"Arts, Design, Entertainment, Sports, and Media",27-1022,Fashion Designers,Conventional,1.33,34.96,72720
"Arts, Design, Entertainment, Sports, and Media",27-1023,Floral Designers,Realistic,4.33,13.08,27200
"Arts, Design, Entertainment, Sports, and Media",27-1023,Floral Designers,Investigative,1,13.08,27200
"Arts, Design, Entertainment, Sports, and Media",27-1023,Floral Designers,Artistic,6.33,13.08,27200
"Arts, Design, Entertainment, Sports, and Media",27-1023,Floral Designers,Social,2.33,13.08,27200
"Arts, Design, Entertainment, Sports, and Media",27-1023,Floral Designers,Enterprising,5,13.08,27200
"Arts, Design, Entertainment, Sports, and Media",27-1023,Floral Designers,Conventional,2.67,13.08,27200
"Arts, Design, Entertainment, Sports, and Media",27-1024,Graphic Designers,Realistic,4.33,24.21,50370
"Arts, Design, Entertainment, Sports, and Media",27-1024,Graphic Designers,Investigative,1.67,24.21,50370
"Arts, Design, Entertainment, Sports, and Media",27-1024,Graphic Designers,Artistic,7,24.21,50370
"Arts, Design, Entertainment, Sports, and Media",27-1024,Graphic Designers,Social,2,24.21,50370
"Arts, Design, Entertainment, Sports, and Media",27-1024,Graphic Designers,Enterprising,4.33,24.21,50370
"Arts, Design, Entertainment, Sports, and Media",27-1024,Graphic Designers,Conventional,2.33,24.21,50370
"Arts, Design, Entertainment, Sports, and Media",27-1025,Interior Designers,Realistic,3,25.66,53370
"Arts, Design, Entertainment, Sports, and Media",27-1025,Interior Designers,Investigative,1.67,25.66,53370
"Arts, Design, Entertainment, Sports, and Media",27-1025,Interior Designers,Artistic,6.67,25.66,53370
"Arts, Design, Entertainment, Sports, and Media",27-1025,Interior Designers,Social,3,25.66,53370
"Arts, Design, Entertainment, Sports, and Media",27-1025,Interior Designers,Enterprising,5.33,25.66,53370
"Arts, Design, Entertainment, Sports, and Media",27-1025,Interior Designers,Conventional,1.33,25.66,53370
"Arts, Design, Entertainment, Sports, and Media",27-1026,Merchandise Displayers and Window Trimmers,Realistic,5,13.68,28450
"Arts, Design, Entertainment, Sports, and Media",27-1026,Merchandise Displayers and Window Trimmers,Investigative,1.67,13.68,28450
"Arts, Design, Entertainment, Sports, and Media",27-1026,Merchandise Displayers and Window Trimmers,Artistic,6,13.68,28450
"Arts, Design, Entertainment, Sports, and Media",27-1026,Merchandise Displayers and Window Trimmers,Social,1.67,13.68,28450
"Arts, Design, Entertainment, Sports, and Media",27-1026,Merchandise Displayers and Window Trimmers,Enterprising,5.33,13.68,28450
"Arts, Design, Entertainment, Sports, and Media",27-1026,Merchandise Displayers and Window Trimmers,Conventional,2,13.68,28450
"Arts, Design, Entertainment, Sports, and Media",27-1027,Set and Exhibit Designers,Realistic,5,26.09,54270
"Arts, Design, Entertainment, Sports, and Media",27-1027,Set and Exhibit Designers,Investigative,3,26.09,54270
"Arts, Design, Entertainment, Sports, and Media",27-1027,Set and Exhibit Designers,Artistic,7,26.09,54270
"Arts, Design, Entertainment, Sports, and Media",27-1027,Set and Exhibit Designers,Social,2,26.09,54270
"Arts, Design, Entertainment, Sports, and Media",27-1027,Set and Exhibit Designers,Enterprising,3.33,26.09,54270
"Arts, Design, Entertainment, Sports, and Media",27-1027,Set and Exhibit Designers,Conventional,2.33,26.09,54270
"Arts, Design, Entertainment, Sports, and Media",27-2032,Choreographers,Realistic,2.67,22.98,47800
"Arts, Design, Entertainment, Sports, and Media",27-2032,Choreographers,Investigative,1.67,22.98,47800
"Arts, Design, Entertainment, Sports, and Media",27-2032,Choreographers,Artistic,7,22.98,47800
"Arts, Design, Entertainment, Sports, and Media",27-2032,Choreographers,Social,5,22.98,47800
"Arts, Design, Entertainment, Sports, and Media",27-2032,Choreographers,Enterprising,4.67,22.98,47800
"Arts, Design, Entertainment, Sports, and Media",27-2032,Choreographers,Conventional,1.67,22.98,47800
"Arts, Design, Entertainment, Sports, and Media",27-3011,Radio and Television Announcers,Realistic,1,15.97,33220
"Arts, Design, Entertainment, Sports, and Media",27-3011,Radio and Television Announcers,Investigative,2,15.97,33220
"Arts, Design, Entertainment, Sports, and Media",27-3011,Radio and Television Announcers,Artistic,5.67,15.97,33220
"Arts, Design, Entertainment, Sports, and Media",27-3011,Radio and Television Announcers,Social,4.67,15.97,33220
"Arts, Design, Entertainment, Sports, and Media",27-3011,Radio and Television Announcers,Enterprising,5.33,15.97,33220
"Arts, Design, Entertainment, Sports, and Media",27-3011,Radio and Television Announcers,Conventional,2,15.97,33220
"Arts, Design, Entertainment, Sports, and Media",27-3012,Public Address System and Other Announcers,Realistic,1.67,13.33,27720
"Arts, Design, Entertainment, Sports, and Media",27-3012,Public Address System and Other Announcers,Investigative,1,13.33,27720
